Miles,Stock,Year,Sub_Model,Price
39845,Used,2021,Premium,43885
52637,Used,2021,Base,45991
53618,Used,2021,Base,37997
29838,Used,2021,Base,46673
24500,Used,2021,Base,49698
34422,Used,2021,Base,46583
9031,Used,2021,Base,47000
21107,Used,2021,Base,52999
54237,Used,2021,Base,43482
27754,Used,2021,Base,46998
44001,Used,2021,Base,47300
42930,Used,2021,Premium,44998
122220,Used,2021,Base,31987
35557,Used,2021,Base,44944
46871,Used,2021,Premium,42880
52000,Used,2021,Premium,44000
26636,Used,2021,Base,47387
86915,Used,2021,Luxury,43990
20730,Used,2021,Base,49938
26204,Used,2021,Base,46998
40035,Used,2021,Base,44999
50423,Used,2021,Base,40995
44640,Used,2021,Premium,45687
90555,Used,2021,Luxury,41061
35431,Used,2021,Base,43295
34064,Used,2021,Premium,41999
62901,Used,2021,Base,44993
61612,Used,2021,Base,41888
37398,Used,2021,Luxury,50555
82085,Used,2021,Luxury,42998
44620,Used,2021,Base,39990
32724,Used,2021,Base,44998
43277,Used,2021,Premium,39750
25232,Used,2021,Luxury,50000
20673,Used,2021,Base,50993
25030,Used,2021,Premium,44687
19406,Used,2021,Base,50993
38176,Used,2021,Base,40497
38821,Used,2021,Base,42561
9131,Used,2021,Base,50220
26594,Used,2021,Base,45000
16442,Used,2021,Base,47900
34113,Used,2021,Premium,43103
31802,Used,2021,Base,44554
21552,Used,2021,Base,46313
22425,Used,2021,Base,45980
58717,Used,2021,Base,40000
21271,Used,2021,Base,47395
38365,Used,2021,Base,43998
19995,Used,2021,Luxury,49899
54198,Used,2021,Premium,41834
34361,Used,2021,Base,44399
50470,Used,2021,Base,43998
28254,Used,2021,Premium,45999
37968,Used,2021,Premium,40799
31910,Used,2021,Premium,48974
36749,Used,2021,Base,46292
22125,Used,2021,Base,45891
68429,Used,2021,Premium,37511
27904,Used,2021,Base,62014
49571,Used,2021,Base,41999
38875,Used,2021,Premium,39995
29685,Used,2021,Base,48990
45684,Used,2021,Premium,43997
50989,Used,2021,Base,42499
43012,Used,2021,Base,44990
15007,Certified,2021,Luxury,57998
26899,Used,2021,Base,45787
35825,Certified,2021,Premium,50895
49442,Used,2021,Premium,40899
24041,Used,2021,Base,49990
23611,Used,2021,Base,42998
26275,Used,2021,Base,48698
42825,Used,2021,Premium,49920
20707,Used,2021,Base,47988
31434,Used,2021,Premium,40788
22108,Used,2021,Base,40995
19889,Used,2021,Base,46959
25379,Used,2021,Premium,46373
16818,Used,2021,Base,50988
29128,Used,2021,Base,44984
42101,Certified,2021,Premium,49995
40607,Used,2021,Luxury,48995
33267,Used,2021,Base,43000
18608,Used,2021,Base,48899
35374,Used,2021,Base,44998
60749,Used,2021,Base,42990
15358,Used,2021,Luxury,57985
70428,Used,2021,Base,37488
38529,Used,2021,Base,42488
22778,Used,2021,Base,44995
59111,Used,2021,Base,42500
57416,Used,2021,Base,41998
43967,Used,2021,Premium,41440
51750,Used,2021,Premium,49645
46719,Used,2021,Premium,43000
52912,Used,2021,Base,40990
19151,Used,2021,Luxury,47897
40479,Used,2021,Base,42680
33259,Used,2021,Base,42699
23358,Used,2021,Base,48998
43493,Used,2021,Premium,42477
92947,Used,2021,Base,40888
46144,Used,2021,Luxury,46987
9540,Used,2021,Luxury,54998
33736,Used,2021,Luxury,46998
48448,Used,2021,Luxury,49997
15318,Used,2021,Base,49995
58866,Used,2021,Base,37883
42343,Used,2021,Luxury,47498
28121,Used,2021,Premium,45000
59096,Used,2021,Premium,41749
19675,Used,2021,Luxury,47499
41644,Used,2021,Luxury,49491
43977,Used,2021,Base,43998
5887,Used,2021,Premium,49995
18066,Used,2021,Base,49990
35369,Used,2021,Base,44999
36701,Used,2021,Base,43900
35957,Used,2021,Base,43816
40167,Used,2021,Base,45999
29808,Used,2021,Base,46900
41602,Used,2021,Luxury,46990
35479,Used,2021,Premium,44590
19846,Used,2021,Base,47998
24025,Used,2021,Base,50299
39958,Used,2021,Luxury,45662
30398,Used,2021,Premium,49788
20927,Used,2021,Luxury,51998
29029,Used,2021,Base,46611
81660,Used,2021,Base,38888
31950,Used,2021,Premium,48900
44056,Used,2021,Base,44569
38779,Used,2021,Base,43998
32051,Used,2021,Luxury,51998
42441,Used,2021,Luxury,46661
37646,Used,2021,Luxury,48000
41558,Used,2021,Base,45991
37434,Used,2021,Base,52929
11010,Used,2021,Base,50995
25967,Used,2021,Base,47998
46346,Used,2021,Base,45014
30000,Used,2021,Base,46534
25283,Used,2021,Base,46233
30503,Used,2021,Base,41779
33040,Used,2021,Base,42428
49021,Used,2021,Base,40933
31735,Used,2021,Premium,46989
21383,Used,2021,Base,47998
65074,Used,2021,Base,39925
30404,Used,2021,Base,47995
37321,Used,2021,Base,45998
22476,Used,2021,Base,48983
28215,Used,2021,Luxury,49223
31304,Used,2021,Base,49981
31601,Used,2021,Luxury,49888
41679,Used,2021,Base,39888
36355,Used,2021,Premium,46977
72329,Used,2021,Base,41996
22036,Used,2021,Base,45495
31350,Used,2021,Base,45000
30689,Used,2021,Base,42500
47559,Used,2021,Base,38490
26671,Used,2021,Base,44991
46102,Used,2021,Base,49425
39085,Used,2021,Premium,46999
64045,Used,2021,Base,38790
45465,Used,2021,Premium,40650
20456,Used,2021,Premium,43995
43754,Used,2021,Base,46598
36318,Used,2021,Base,39999
34266,Used,2021,Base,41962
48929,Used,2021,Base,43262
48683,Used,2021,Premium,41185
31293,Used,2021,Base,46990
25598,Used,2021,Base,46991
25172,Used,2021,Base,43998
20253,Used,2021,Base,49462
59585,Used,2021,Base,39998
42908,Used,2021,Base,49069
11245,Used,2021,Premium,47000
30425,Used,2021,Premium,42655
60370,Used,2021,Premium,40989
28743,Used,2021,Base,42333
37137,Used,2021,Base,44400
30540,Used,2021,Base,46989
27224,Used,2021,Premium,46488
29990,Used,2021,Base,47990
22340,Used,2021,Premium,47676
40477,Used,2021,Premium,42499
30042,Used,2021,Base,43998
37751,Used,2021,Base,41500
34646,Used,2021,Premium,41690
23759,Used,2021,Premium,42999
26006,Used,2021,Luxury,44782
31102,Used,2021,Base,44998
33210,Used,2021,Base,48300
33744,Used,2021,Luxury,51598
33769,Used,2021,Premium,45448
42068,Used,2021,Base,40988
43117,Used,2021,Premium,47699
25679,Used,2021,Base,46226
41628,Used,2021,Base,44988
28696,Used,2021,Base,47700
49171,Used,2021,Base,38692
29892,Used,2021,Base,51903
15450,Used,2021,Base,50333
46676,Used,2021,Base,43295
51152,Used,2021,Base,39871
16080,Used,2021,Base,48998
18885,Used,2021,Base,49998
28238,Used,2021,Base,40887
47240,Used,2021,Base,41983
15193,Used,2021,Premium,49983
26664,Used,2021,Base,50911
39091,Certified,2021,Premium,49995
65231,Used,2021,Base,40444
54030,Used,2021,Premium,41995
48011,Used,2021,Premium,44750
21847,Used,2021,Base,44499
19850,Used,2021,Base,49988
65192,Used,2021,Premium,43758
25569,Used,2021,Base,50662
35592,Used,2021,Base,47743
49981,Used,2021,Base,44396
51216,Used,2021,Premium,42668
19053,Used,2021,Premium,52998
51382,Used,2021,Base,46988
41326,Used,2021,Base,46889
40238,Used,2021,Base,44499
21147,Used,2021,Base,47688
24417,Used,2021,Base,47495
27059,Used,2021,Premium,44550
28214,Used,2021,Premium,43336
39697,Used,2021,Base,44449
38089,Used,2021,Base,47995
46903,Used,2021,Base,42800
35179,Used,2021,Luxury,48998
47340,Used,2021,Base,46990
38269,Used,2021,Base,47495
27631,Used,2021,Premium,49999
26492,Used,2021,Base,48988
45235,Used,2021,Base,45104
12416,Used,2021,Base,47207
36303,Used,2021,Base,42998
48371,Used,2021,Base,42998
66929,Used,2021,Base,19450
88800,Used,2021,Premium,34998
32553,Used,2021,Base,49495
15967,Used,2021,Base,45988
31338,Used,2021,Premium,37450
62797,Used,2021,Base,44695
35562,Used,2021,Base,46995
20263,Used,2021,Base,49992
47806,Used,2021,Premium,39999
87315,Used,2021,Base,38999
9100,Used,2022,Premium,51500
48864,Used,2022,Base,49000
20012,Used,2022,Base,54924
12023,Used,2022,Base,54497
6028,Used,2022,Luxury,54930
31510,Used,2022,Base,53300
28741,Used,2022,Luxury,55998
15732,Used,2022,Base,54991
33957,Used,2022,Base,56900
44391,Used,2022,Premium,46000
30814,Used,2022,Base,49262
14478,Used,2022,Base,51500
38145,Used,2022,Premium,45910
30115,Used,2022,Base,50995
30752,Used,2022,Base,50827
32728,Used,2022,Premium,54500
25890,Used,2022,Base,52565
32759,Used,2022,Base,52991
22614,Used,2022,Base,48450
30515,Used,2022,Premium,51545
23650,Used,2022,Base,52979
26038,Used,2022,Base,52944
52110,Used,2022,Base,45994
27589,Used,2022,Premium,51251
23731,Used,2022,Base,54822
23110,Used,2022,Base,54585
38215,Used,2022,Base,48998
19457,Used,2022,Base,51995
54972,Used,2022,Premium,53995
42867,Used,2022,Premium,51949
8060,Used,2022,Base,62999
30106,Used,2022,Luxury,52900
56459,Used,2022,Base,45998
23246,Used,2022,Premium,52958
21276,Used,2022,Premium,54859
26485,Used,2022,Premium,49881
51475,Used,2022,Premium,53995
15175,Used,2022,Base,51589
36763,Used,2022,Premium,50588
32238,Used,2022,Base,48995
24689,Used,2022,Base,52250
22907,Used,2022,Base,54194
20151,Used,2022,Base,53977
27156,Used,2022,Base,53268
19940,Used,2022,Base,50789
39690,Used,2022,Luxury,53995
6808,Certified,2022,Base,60988
11484,Used,2022,Base,56998
58901,Used,2022,Base,48999
27025,Certified,2022,Premium,53995
8015,Used,2022,Base,54998
42250,Used,2022,Base,46995
31950,Used,2022,Luxury,52000
35744,Used,2022,Base,51712
12176,Used,2022,Base,54899
25387,Used,2022,Base,54990
27794,Used,2022,Base,47488
34375,Used,2022,Base,52700
51301,Used,2022,Base,50495
18441,Used,2022,Premium,59995
34428,Used,2022,Premium,53500
22789,Used,2022,Base,53000
26605,Used,2022,Base,49200
38907,Used,2022,Base,42998
19735,Used,2022,Base,58968
36747,Used,2022,Base,47995
14842,Used,2022,Luxury,58977
17981,Used,2022,Base,53995
18497,Used,2022,Base,55989
28321,Used,2022,Premium,53995
17069,Used,2022,Premium,47995
29118,Used,2022,Premium,52076
29000,Used,2022,Premium,49000
25440,Used,2022,Base,53998
36554,Used,2022,Luxury,53318
69128,Used,2022,Base,46177
22078,Used,2022,Base,49800
27839,Used,2022,Base,51920
21557,Used,2022,Premium,49995
20922,Used,2022,Base,48999
21019,Used,2022,Premium,48490
35326,Used,2022,Premium,49998
29360,Used,2022,Base,48688
22407,Used,2022,Premium,47975
12753,Used,2022,Base,54998
36515,Used,2022,Base,53000
30213,Used,2022,Base,53935
16392,Used,2022,Base,52920
35521,Used,2022,Premium,52900
23416,Used,2022,Base,54163
33534,Used,2022,Base,49988
36415,Used,2022,Luxury,52988
30892,Used,2022,Base,54990
9159,Used,2022,Base,54995
53000,Used,2022,Luxury,75000
8021,Used,2022,Base,51986
17370,Certified,2022,Premium,55995
15523,Used,2022,Base,52979
30415,Used,2022,Base,56892
23867,Used,2022,Base,53892
57209,Used,2022,Base,47395
44925,Used,2022,Luxury,52544
2695,Used,2023,Luxury,62750
12380,Used,2023,Premium,57999
14501,Used,2023,Premium,56900
6061,Used,2023,Base,61897
4281,Used,2023,Luxury,68950
11044,Used,2023,Premium,58998
16925,Used,2023,Base,55997
0,New,2023,Luxury,72435
0,New,2023,Luxury,73080
39017,Used,2023,Base,56000
0,New,2023,Base,64865
17304,Used,2023,Luxury,64997
16515,Used,2023,Base,57526
0,New,2023,Base,62270
0,New,2023,Base,65700
6268,Used,2023,Base,57998
15142,Used,2023,Luxury,66987
6630,Used,2023,Luxury,60697
10393,Used,2023,Base,62203
28133,Used,2023,Base,56990
11139,Used,2023,Premium,60000
19494,Used,2023,Base,56988
12432,Used,2023,Luxury,66990
19416,Used,2023,Base,62995
2185,Used,2023,Base,63899
2605,Used,2023,Base,60344
2077,Used,2023,Premium,59558
1350,Used,2023,Premium,60000
6520,Used,2023,Base,58891
9385,Used,2023,Base,58995
11284,Used,2023,Base,60999
9352,Used,2023,Premium,60750
2248,Used,2023,Base,69662
5848,Used,2023,Base,60990
15306,Used,2023,Premium,60000
18167,Used,2023,Base,54987
3834,Used,2023,Base,59986
10036,Used,2023,Base,57499
11766,Used,2023,Luxury,63991
1984,Used,2023,Luxury,62887
12088,Used,2023,Base,59944
17447,Used,2023,Base,57988
23766,Used,2023,Premium,54988
12718,Used,2023,Base,58798
4633,Used,2023,Premium,64988
12622,Used,2023,Luxury,64988
32723,Used,2023,Base,55991
15761,Used,2023,Luxury,59800
3518,Used,2023,Base,58000
18906,Used,2023,Base,56900
2551,Used,2023,Base,61369
17624,Used,2023,Luxury,65608
2800,Used,2023,Premium,62000
24314,Used,2023,Base,55891
8000,Used,2023,Premium,63000
23317,Used,2023,Base,56034
1782,Used,2023,Luxury,65000
4681,Used,2023,Base,63497
5750,Used,2023,Premium,59988
10971,Used,2023,Premium,63995
743,Used,2023,Base,59998
1399,Used,2023,Base,60988
10197,Used,2023,Base,54995
22563,Used,2023,Luxury,62988
9076,Used,2023,Base,59353
25349,Used,2023,Base,60458
7445,Used,2023,Base,60991
0,New,2023,Base,67060
3444,Used,2023,Premium,58942
26112,Used,2023,Luxury,64510
39135,Used,2023,Luxury,61498
38385,Used,2023,Base,56811
1561,Used,2023,Luxury,66988
3734,Used,2023,Base,58998
5624,Used,2023,Base,62998
3366,Used,2023,Luxury,65995
0,New,2023,Base,59229
0,New,2023,Luxury,74215
4568,Used,2023,Base,62599
1861,Used,2023,Premium,58995
13226,Used,2023,Luxury,65195
11188,Used,2023,Base,59500
1038,Used,2023,Base,62465
21579,Used,2023,Luxury,67000
5535,Certified,2023,Base,63888
12696,Used,2023,Luxury,62896
33576,Used,2023,Base,55366
4340,Used,2023,Premium,60900
4057,Certified,2023,Base,65998
19205,Certified,2023,Base,62488
0,New,2023,Base,62200
16904,Certified,2023,Luxury,70998
48845,Used,2023,Luxury,58888
7698,Used,2023,Base,62495
21149,Used,2023,Base,58387
0,New,2023,Base,62145
6681,Certified,2023,Luxury,73998
0,New,2023,Luxury,70152
12441,Used,2023,Premium,59599
0,New,2023,Base,62410
4779,Used,2023,Base,59900
10130,Used,2023,Premium,59980
2799,Used,2023,Base,57999
0,New,2023,Base,62191
8440,Used,2023,Base,63990
10421,Used,2023,Base,59647
5915,Used,2023,Base,57000
15353,Used,2023,Luxury,59987
28057,Used,2023,Base,54000
0,New,2023,Base,61645
0,New,2023,Base,63340
7521,Used,2023,Base,60788
9661,Used,2023,Base,66281
8541,Used,2023,Premium,60999
27159,Used,2023,Base,57988
10997,Used,2023,Base,57697
49491,Used,2023,Base,51990
0,New,2023,Luxury,73755
14783,Used,2023,Premium,58995
16969,Used,2023,Premium,58495
24275,Used,2023,Base,58998
14126,Used,2023,Base,58990
995,Used,2023,Base,58888
0,New,2023,Base,62145
4780,Used,2023,Base,61888
12128,Certified,2023,Base,62988
13470,Used,2023,Base,59500
7632,Used,2023,Luxury,71900
9408,Used,2023,Base,54837
27086,Used,2023,Base,54888
13125,Used,2023,Premium,61377
10808,Used,2023,Luxury,62900
9331,Used,2023,Base,60250
7106,Certified,2023,Base,63988
7204,Used,2023,Base,64998
17677,Used,2023,Base,60998
8180,Used,2023,Base,62255
8387,Used,2023,Base,57999
21785,Used,2023,Premium,54808
7949,Used,2023,Base,57452
11324,Used,2023,Base,58873
20372,Used,2023,Base,58500
748,Used,2023,Base,62526
0,New,2023,Base,66340
5236,Used,2023,Base,56900
0,New,2023,Base,67090
14763,Used,2023,Base,59998
0,New,2023,Base,64535
1928,Used,2023,Base,59997
16713,Used,2023,Premium,57977
11662,Used,2023,Premium,56983
9770,Used,2023,Base,58943
7713,Used,2023,Base,59459
9599,Used,2023,Premium,60000
0,New,2023,Premium,63140
0,New,2023,Base,63955
11303,Used,2023,Luxury,59436
13971,Used,2023,Base,55899
16663,Used,2023,Base,55990
26765,Used,2023,Luxury,64988
3684,Used,2023,Base,60998
15309,Used,2023,Premium,54790
36295,Used,2023,Base,55000
9190,Used,2023,Base,59998
6498,Used,2023,Base,63975
8988,Used,2023,Base,58991
30281,Used,2023,Base,57695
2950,Used,2023,Premium,60488
21439,Certified,2023,Base,59488
0,New,2023,Base,63844
12421,Certified,2023,Base,62988
17271,Used,2023,Base,59991
8589,Used,2023,Premium,63888
14954,Certified,2023,Base,61488
32001,Used,2023,Premium,57316
32400,Used,2023,Luxury,62850
5142,Used,2023,Luxury,68995
29350,Used,2023,Luxury,61750
4203,Used,2023,Base,60998
6360,Used,2023,Base,59876
6832,Used,2023,Base,58000
30139,Used,2023,Base,55800
7460,Used,2023,Base,60991
23278,Used,2023,Luxury,62899
105594,Used,2014,Premium,25595
105332,Used,2014,Base,24990
123663,Used,2014,Luxury,24999
115219,Used,2014,Base,22998
154030,Used,2014,Base,21100
91256,Used,2014,Base,25999
0,New,2015,Base,25987
110057,Used,2015,Base,24998
62003,Used,2015,Base,31996
165965,Used,2015,Base,23999
152015,Used,2015,Base,22100
0,Used,2015,Base,23695
75957,Used,2015,Base,29643
109091,Used,2015,Base,26400
148787,Used,2015,Base,24299
62370,Used,2015,Base,27850
101486,Used,2015,Base,25500
187500,Used,2015,Base,19903
83107,Used,2015,Base,25899
76321,Used,2016,Base,28000
100085,Used,2016,Base,24899
76642,Used,2016,Base,26980
50082,Used,2016,Base,36500
202025,Used,2016,Base,24436
98856,Used,2016,Base,34995
139581,Used,2016,Base,24900
106667,Used,2017,Base,27961
77032,Used,2017,Base,32999
136228,Used,2017,Luxury,26500
64061,Used,2017,Base,30988
76285,Used,2017,Base,29000
0,Used,2017,Base,32060
64715,Used,2017,Base,32864
73122,Used,2017,Base,31291
83222,Used,2017,Base,26888
89583,Used,2017,Base,28455
98530,Used,2017,Base,27500
49214,Used,2018,Base,35900
106982,Used,2018,Base,27999
47312,Used,2018,Base,33499
70987,Used,2018,Base,31800
1,Used,2018,Base,36873
42983,Used,2018,Base,35990
87656,Used,2018,Luxury,32991
74376,Used,2018,Base,31985
88315,Used,2018,Base,28899
86567,Used,2018,Base,30993
93971,Used,2018,Luxury,34916
85225,Used,2018,Base,31786
108177,Used,2018,Base,30995
68989,Used,2019,Base,33999
70536,Used,2019,Base,34999
52195,Used,2019,Base,35900
99875,Used,2019,Base,36162
49657,Used,2019,Base,36450
25776,Used,2019,Base,39846
63448,Used,2019,Base,33990
52073,Used,2019,Base,36999
35195,Used,2019,Base,38428
45220,Used,2019,Base,39999
68852,Used,2019,Base,35991
41217,Used,2019,Luxury,40811
95378,Used,2019,Premium,30950
41341,Used,2019,Base,33990
59200,Used,2019,Luxury,39509
25323,Used,2019,Base,43589
57496,Used,2019,Base,36500
81510,Used,2019,Premium,31600
57134,Used,2019,Premium,35480
71782,Used,2019,Base,33777
60392,Used,2019,Premium,34988
52632,Used,2019,Base,37699
69905,Used,2019,Base,30988
75552,Used,2020,Base,34896
45523,Used,2020,Premium,45950
33507,Used,2020,Base,44299
54210,Used,2020,Premium,40448
41369,Certified,2020,Base,49988
28424,Used,2020,Base,40000
45022,Used,2020,Base,41633
70771,Used,2020,Base,37997
60704,Used,2020,Base,39883
56781,Used,2020,Base,41988
49683,Used,2020,Base,38241
85399,Used,2020,Premium,38000
41957,Used,2020,Premium,44940
28281,Used,2020,Base,49999
42810,Used,2020,Base,42820
46148,Used,2020,Premium,44880
53773,Used,2021,Luxury,51950
26590,Used,2021,Base,49983
27123,Used,2021,Base,48981
32004,Used,2021,Base,48998
25046,Used,2021,Base,49998
67968,Used,2021,Luxury,46894
46997,Used,2021,Base,49716
34260,Used,2021,Base,43846
33071,Used,2021,Base,45900
43000,Used,2021,Base,45356
30681,Used,2021,Base,45739
51134,Used,2021,Base,41989
35601,Used,2021,Base,46999
29614,Used,2021,Base,49998
11886,Used,2021,Premium,48168
24528,Used,2021,Premium,46997
26995,Used,2021,Base,48100
33748,Used,2021,Premium,47900
10120,Used,2021,Base,49990
27488,Used,2021,Premium,46999
39750,Used,2021,Premium,48000
45003,Used,2021,Base,44988
39804,Used,2021,Base,46985
15233,Used,2021,Base,46509
44125,Used,2021,Base,44900
41622,Used,2021,Base,50910
38800,Used,2021,Base,50564
41260,Used,2021,Base,48590
42532,Used,2021,Base,46990
37411,Used,2021,Base,49940
18651,Used,2021,Base,45000
36566,Used,2021,Premium,44897
34952,Used,2021,Base,42904
43555,Used,2021,Base,47950
24881,Used,2021,Base,49000
0,New,2022,Base,64335
42874,Used,2022,Base,50490
27453,Used,2022,Luxury,55890
17635,Used,2022,Luxury,57517
34790,Used,2022,Base,52495
20830,Used,2022,Base,54064
25546,Used,2022,Base,52833
41460,Used,2022,Base,53967
26701,Used,2022,Premium,53799
20106,Used,2022,Base,55200
45401,Used,2022,Base,48999
40348,Used,2022,Base,52742
19885,Used,2022,Luxury,55998
44269,Used,2022,Luxury,53751
13995,Used,2022,Premium,56023
7455,Used,2022,Base,57598
28293,Used,2022,Base,50136
61368,Used,2022,Base,52978
38949,Used,2022,Base,52500
22086,Used,2022,Base,55000
31462,Certified,2022,Base,57998
27918,Used,2022,Base,52888
26518,Used,2022,Base,54991
0,New,2023,Base,65100
0,New,2023,Luxury,73960
0,New,2023,Base,64550
0,New,2023,Base,65075
0,New,2023,Base,67340
0,New,2023,Base,67175
0,New,2023,Base,64945
0,New,2023,Luxury,72275
0,New,2023,Base,62505
0,New,2023,Base,66820
0,New,2023,Base,65395
0,New,2023,Base,65540
0,New,2023,Base,67770
0,New,2023,Base,67340
0,New,2023,Base,59945
0,New,2023,Luxury,73960
0,New,2023,Base,68115
0,New,2023,Base,68115
0,New,2023,Base,68115
0,New,2023,Base,64780
0,New,2023,Base,66925
0,New,2023,Base,60024
0,New,2023,Base,58107
0,New,2023,Base,67490
0,New,2023,Base,64385
0,New,2023,Base,65510
0,New,2023,Base,61510
0,New,2023,Premium,65005
9,Used,2023,Luxury,67488
8438,Used,2023,Base,62495
26344,Used,2023,Base,61871
7953,Used,2023,Base,59990
5,Used,2023,Base,65390
3178,Used,2023,Base,59500
2,Used,2023,Base,64900
32191,Used,2023,Luxury,62999
5,Used,2023,Base,63855
14347,Used,2023,Base,60097
6657,Used,2023,Base,59500
25815,Used,2023,Premium,60999
21905,Used,2023,Luxury,67790
15184,Used,2023,Premium,59976
20178,Used,2023,Luxury,62972
20031,Used,2023,Base,60895
9098,Used,2023,Base,58998
0,New,2023,Base,64450
9,Used,2023,Base,59488
3,Used,2023,Base,62888
3030,Used,2023,Premium,60597
5,Used,2023,Base,62630
11211,Used,2023,Luxury,62856
13373,Used,2023,Luxury,62599
9074,Used,2023,Base,58500
13725,Used,2023,Base,61950
25028,Used,2023,Base,57119
2243,Used,2023,Base,60985
13622,Used,2023,Base,59888
7285,Used,2023,Base,61860
8082,Used,2023,Premium,56990
14855,Used,2023,Base,54777
2631,Used,2023,Premium,55990
